,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume,macd,macd_signal,macd_hist,macd_EMA50,macd_signal_s1,macd_s1,macd_hist_s1,macd_hist_s2,macd_hist_s3,EMA9,EMA9_s1,EMA5,EMA10,EMA50,EMA50_s1,EMA100,EMA200,EMA300,MA200,MA5,MA5_s1,MA10,MA300,MA10_s1,MA50,CCI,CCI_s1,Money_flow_index14,Mean_Center_MFI,EMA50_Mean_Center_MFI,upperband,middleband,lowerband,stochrsi_K,stochrsi_D,stochrsi_K_s1,stochrsi_D_s1,stochrsi_K_EMA50,stochrsi_K_EMA50_s1,Volume_s1,volume_pct,Volume_pct_s1,VWAP,VWAP_s1,High_s1,Low_s1,Open_s1,Close_s1,High_s2,Low_s2,Open_s2,Close_s2,macd_buy_signal,macd_sell_signal,CCI_buy_signal,CCI_sell_signal,MFI_buy_signal,MFI_sell_signal,VWAP_buy_signal,VWAP_sell_signal,RSI_buy_signal,RSI_sell_signal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,pattern_score,Buy_Signal,Sell_Signal
10,477.7,2024-11-07 09:25:00,NFO,14-NOV-2024,490.0,477.0,490.0,508625,Options,Call,NIFTY,24000.0,3650,,,,,,,,,,506.39123813083353,514.4268667125767,498.8178756018025,507.4342102097597,514.8503916042778,519.4493308094578,515.6963092553373,516.1070901410429,516.2420893437343,,502.55,513.11,515.9150000000001,,520.39,,,,,,,,,,,,,,,,4325.0,-0.010931496557038902,-0.00967116112206445,521.8102046870365,523.5445581395348,505.4,495.05,505.0,495.05,521.5,505.0,518.7,505.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,,
11,474.0,2024-11-07 09:26:00,NFO,14-NOV-2024,478.85,470.0,477.7,508625,Options,Call,NIFTY,24000.0,3225,,,,,,,,,,499.434958616406,506.39123813083353,490.48099517393746,500.7541162012451,510.6485555074095,514.8503916042778,511.8268015395345,512.4019755920375,512.5914129932501,,494.09,502.55,510.94000000000005,,515.9150000000001,,,,,,,,,,,,,,,,3650.0,-0.011389832556315545,-0.010931496557038902,520.0637214285714,521.8102046870365,490.0,477.0,490.0,477.7,505.4,495.05,505.0,495.05,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
12,463.0,2024-11-07 09:27:00,NFO,14-NOV-2024,474.0,463.0,474.0,513975,Options,Call,NIFTY,24000.0,2700,,,,,,,,,,491.7240555119231,499.434958616406,481.2733524532337,493.3441440913948,506.0407244061533,510.6485555074095,507.6038452925594,508.3696565902014,508.6222414626028,,482.95,494.09,505.2,,510.94000000000005,,,,,,,,,,,,,,,,3225.0,-0.012480549094177576,-0.011389832556315545,518.520239745011,520.0637214285714,478.85,470.0,477.7,474.0,490.0,477.0,490.0,477.7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,,
13,452.7,2024-11-07 09:28:00,NFO,14-NOV-2024,465.2,452.7,465.2,513975,Options,Call,NIFTY,24000.0,7100,,,,,,,,,,483.56019398236646,491.7240555119231,471.7161636056003,485.48058520576126,501.1628577044875,506.0407244061533,503.15216193646876,504.12964473459533,504.45240316596744,,472.49000000000007,482.95,497.03000000000003,,505.2,,,,39.495793108051814,,,,,,,,,,,,2700.0,0.0005600702596401334,-0.012480549094177576,514.1733877183967,518.520239745011,474.0,463.0,474.0,463.0,478.85,470.0,477.7,474.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,,
14,459.2,2024-11-07 09:29:00,NFO,14-NOV-2024,465.0,454.5,454.5,513975,Options,Call,NIFTY,24000.0,4450,,,,,,,,,,478.5104843222718,483.56019398236646,467.53455971613573,480.4545712943601,497.5159504584002,501.1628577044875,499.7942292721049,500.9201451734431,501.29276463345667,,465.32,472.49000000000007,489.215,,497.03000000000003,,,,42.21027186948874,,,,,,,,,,,,7100.0,-0.004308925454427034,0.0005600702596401334,511.79320024570023,514.1733877183967,465.2,452.7,465.2,452.7,474.0,463.0,474.0,463.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
15,455.0,2024-11-07 09:30:00,NFO,14-NOV-2024,459.2,452.8,459.2,520175,Options,Call,NIFTY,24000.0,3200,,,,,,,,,,473.67220191502764,478.5104843222718,463.35000241152034,475.63198647445085,493.9891750503797,497.5159504584002,496.55528009109577,497.8298904385854,498.2525595961309,,460.78000000000003,465.32,481.66499999999996,,489.215,,,,35.77071565566733,,,,,,,,,,,,4450.0,-0.007345867226466862,-0.004308925454427034,510.0920259647451,511.79320024570023,465.0,454.5,454.5,459.2,465.2,452.7,465.2,452.7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
16,457.9,2024-11-07 09:31:00,NFO,14-NOV-2024,460.2,447.3,452.0,520175,Options,Call,NIFTY,24000.0,7375,,,,,,,,,,470.44509351099265,473.67220191502764,461.53148922427494,472.2979837990381,491.1209571091639,493.9891750503797,493.899656024615,495.2884963868706,495.75018095907353,,457.56000000000006,460.78000000000003,475.825,,481.66499999999996,,,,31.201395492244146,,,,,,,,,,,,3200.0,0.0018449527626715181,-0.007345867226466862,506.39273870465166,510.0920259647451,459.2,452.8,459.2,455.0,465.0,454.5,454.5,459.2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
17,450.8,2024-11-07 09:32:00,NFO,14-NOV-2024,460.8,450.8,457.6,520175,Options,Call,NIFTY,24000.0,6325,,,,,,,,,,466.44399747024136,470.44509351099265,457.9519040608566,468.28081256207815,488.04043693585135,491.1209571091639,491.07673815987147,492.60125783257826,493.10893218778085,,455.12,457.56000000000006,469.03499999999997,,475.825,,,,20.5294484734315,,,,,,,,,,,,7375.0,0.0003277226623005712,0.0018449527626715181,503.6957385166456,506.39273870465166,460.2,447.3,452.0,457.9,459.2,452.8,459.2,455.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
18,450.8,2024-11-07 09:33:00,NFO,14-NOV-2024,455.7,446.55,452.95,528250,Options,Call,NIFTY,24000.0,4850,,,,,,,,,,463.26944789528807,466.44399747024136,455.566860163989,465.030696040327,485.2972711054325,488.04043693585135,488.55399231071294,490.1976073194582,490.7460246047916,,454.73999999999995,455.12,463.61499999999995,,469.03499999999997,,,,5.344885373323351,,,,,,,,,,,,6325.0,-0.0020151823854456553,0.0003277226623005712,501.63121963562753,503.6957385166456,460.8,450.8,457.6,450.8,460.2,447.3,452.0,457.9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,,
19,455.9,2024-11-07 09:34:00,NFO,14-NOV-2024,460.0,452.95,453.0,528250,Options,Call,NIFTY,24000.0,1375,,,,,,,,,,461.77836732771584,463.26944789528807,455.6779401809373,463.34001620626833,483.2039454402846,485.2972711054325,486.592707824849,488.31495396621096,488.8911787994537,,454.08000000000004,454.73999999999995,459.7,,463.61499999999995,,-77.51051303616501,,8.505128524977039,,,554.3931460494408,490.0449999999999,425.696853950559,,,,,,,4850.0,-0.012807518979107308,-0.0020151823854456553,501.134004004004,501.63121963562753,455.7,446.55,452.95,450.8,460.8,450.8,457.6,450.8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,,
20,454.95,2024-11-07 09:35:00,NFO,14-NOV-2024,456.85,450.0,455.9,528250,Options,Call,NIFTY,24000.0,1675,,,,,,,,,,460.39998048753495,461.77836732771584,455.4352447969865,461.79166502517774,481.25440453665993,483.2039454402846,484.7657194683209,486.56226392657425,487.1649161051137,,454.07,454.08000000000004,457.425,,459.7,,-75.21201245520767,-77.51051303616501,9.451767296119186,,,550.9462506685029,486.6699999999999,422.39374933149685,,,,,,,1375.0,-0.009950709199247716,-0.012807518979107308,500.50253358356383,501.134004004004,460.0,452.95,453.0,455.9,455.7,446.55,452.95,450.8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,-100,0,0,100,0,0,0,0,0,0,400,,
21,448.2,2024-11-07 09:36:00,NFO,14-NOV-2024,455.25,446.2,453.65,527900,Options,Call,NIFTY,24000.0,4400,,,,,,,,,,457.9418465630666,460.39998048753495,453.02317414075736,459.29019159248907,479.0395967761473,481.25440453665993,482.7316505883415,484.62936489062326,485.2670594566436,,452.12999999999994,454.07,454.84499999999997,,457.425,,-77.57648679122484,-75.21201245520767,9.39352039803093,,,546.8875097663883,482.8924999999999,418.8974902336115,,,,,,,1675.0,-0.0002872560257440147,-0.009950709199247716,498.8299780450554,500.50253358356383,456.85,450.0,455.9,454.95,460.0,452.95,453.0,455.9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,,
22,451.4,2024-11-07 09:37:00,NFO,14-NOV-2024,459.2,443.25,443.25,527900,Options,Call,NIFTY,24000.0,4225,,,,,,,,,,456.62570814048627,457.9418465630666,452.4820678786795,457.8412699255225,477.2376816240646,479.0395967761473,481.04902265821363,483.0201577400821,483.6840865898303,,452.25,452.12999999999994,453.68500000000006,,454.84499999999997,,-69.18168522362724,-77.57648679122484,16.871911613629237,,,542.4087153460086,479.44249999999994,416.47628465399123,,,,,,,4400.0,-0.00059215875612328,-0.0002872560257440147,497.3420473460329,498.8299780450554,455.25,446.2,453.65,448.2,456.85,450.0,455.9,454.95,,,,,,,,,,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
23,443.8,2024-11-07 09:38:00,NFO,14-NOV-2024,450.2,442.15,449.4,527900,Options,Call,NIFTY,24000.0,2750,,,,,,,,,,454.0483954975482,456.62570814048627,449.5878733280582,455.2674682468838,475.11296542613076,477.2376816240646,479.11420335475486,481.191205514769,481.89173958473907,,450.85,452.25,452.79499999999996,,453.68500000000006,,-78.61873496057666,-69.18168522362724,17.47136396370297,,,534.3487925744881,474.9124999999999,415.4762074255117,,,,,,,4225.0,-0.003906762045319439,-0.00059215875612328,496.32185970636215,497.3420473460329,459.2,443.25,443.25,451.4,455.25,446.2,453.65,448.2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,,
24,440.45,2024-11-07 09:39:00,NFO,14-NOV-2024,452.0,440.0,444.0,529075,Options,Call,NIFTY,24000.0,4375,,,,,,,,,,451.31840277714144,454.0483954975482,446.5417949208517,452.5554132758519,472.96270078361647,475.11296542613076,477.16841485201024,479.358549135603,480.09808043577004,,447.75999999999993,450.85,450.91999999999996,,452.79499999999996,,-78.85483073837963,-78.61873496057666,17.34861807700645,,,523.8877682546262,470.06749999999994,416.2472317453737,,,,,,,2750.0,6.693437280162024e-05,-0.003906762045319439,494.77471890372453,496.32185970636215,450.2,442.15,449.4,443.8,459.2,443.25,443.25,451.4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
25,442.65,2024-11-07 09:40:00,NFO,14-NOV-2024,442.75,435.35,440.45,529075,Options,Call,NIFTY,24000.0,27825,,,,,,,,,,449.5794666096342,451.31840277714144,445.24449569669457,450.74461232975244,471.12424768752675,472.96270078361647,475.48271760667626,477.7631830729609,478.53455547899983,,445.3,447.75999999999993,449.68500000000006,,450.91999999999996,,-89.39228469625266,-78.85483073837963,12.33762462017745,,,512.9969980558737,465.6749999999999,418.3530019441261,,,,,,,4375.0,0.013751754335682107,6.693437280162024e-05,485.66059515062454,494.77471890372453,452.0,440.0,444.0,440.45,450.2,442.15,449.4,443.8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
26,447.0,2024-11-07 09:41:00,NFO,14-NOV-2024,448.75,439.85,442.65,529075,Options,Call,NIFTY,24000.0,3350,,,,,,,,,,449.06232291096785,449.5794666096342,445.8296740974897,450.0607403916991,469.6918242169663,471.12424768752675,474.1310155853351,476.46955426729784,477.2625862523552,,445.06000000000006,445.3,448.59499999999997,,449.68500000000006,,-71.71381194870449,-89.39228469625266,16.254628347946834,,,504.0253034187273,462.2099999999999,420.39469658127257,,,,,,,27825.0,0.000371542319308589,0.013751754335682107,484.8618749099294,485.66059515062454,442.75,435.35,440.45,442.65,452.0,440.0,444.0,440.45,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
27,449.9,2024-11-07 09:42:00,NFO,14-NOV-2024,452.0,445.5,447.0,534300,Options,Call,NIFTY,24000.0,4650,,,,,,,,,,449.23018301744116,449.06232291096785,447.18646531886566,450.0314084182156,468.53987148413404,469.6918242169663,473.0120316738337,475.38702287969977,476.1948691192426,,444.75999999999993,445.06000000000006,448.505,,448.59499999999997,,-54.86919831223597,-71.71381194870449,22.54413735407215,,,491.83460947902455,458.76999999999987,425.7053905209752,1.0,1.0,,,1.0,,3350.0,0.0027482470349684948,0.000371542319308589,483.9191649122807,484.8618749099294,448.75,439.85,442.65,447.0,442.75,435.35,440.45,442.65,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,,
28,453.85,2024-11-07 09:43:00,NFO,14-NOV-2024,461.0,450.3,450.3,534300,Options,Call,NIFTY,24000.0,9175,,,,,,,,,,450.15557839393887,449.23018301744116,449.4076609215297,450.72776544596644,467.70080213713254,468.53987148413404,472.1498743677305,474.5357468300899,475.35029308159807,,446.77,444.75999999999993,448.81000000000006,,448.505,,-15.134563714046827,-54.86919831223597,26.849360261306956,,,481.59958086803533,456.2124999999999,430.8254191319645,1.0,1.0,1.0,1.0,1.0,1.0,4650.0,0.007272448893500523,0.0027482470349684948,482.5343833422317,483.9191649122807,452.0,445.5,447.0,449.9,448.75,439.85,442.65,447.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,,
29,457.0,2024-11-07 09:44:00,NFO,14-NOV-2024,461.35,450.0,450.0,534300,Options,Call,NIFTY,24000.0,3425,,,,,,,,,,451.52615941227083,450.15557839393887,451.93845381267863,451.87094895103564,467.1003343607769,467.70080213713254,471.4849852928149,473.8625367120351,474.67765582061537,,450.08000000000004,446.77,448.91999999999996,,448.81000000000006,,10.41797309386954,-15.134563714046827,30.842182964393075,,,472.43400617965233,454.30999999999995,436.18599382034756,1.0,1.0,1.0,1.0,1.0,1.0,9175.0,0.0006884430835515912,0.007272448893500523,482.05204810591164,482.5343833422317,461.0,450.3,450.3,453.85,452.0,445.5,447.0,449.9,,,10.41797309386954,,,,,,,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
